,Make,Model,Engine Size(L),Cylinders,Fuel Consumption(Hwy (L/100 km)),Drag coefficient
649,Mazda,Mazda3 5-Door 4WD,2.5,4,7.4,0.30500000000000005
650,Mazda,Mazda3 5-Door Turbo 4WD,2.5,4,7.5,0.30500000000000005
651,Mazda,MX-5,2.0,4,6.6,0.32499999999999996
652,Mazda,MX-5 (SIL),2.0,4,7.0,0.32499999999999996
653,Mercedes-Benz,A 220 4MATIC Sedan,2.0,4,6.8,0.32499999999999996
654,Mercedes-Benz,A 250 4MATIC Hatch,2.0,4,7.0,0.32499999999999996
655,Mercedes-Benz,AMG A 35 4MATIC Sedan,2.0,4,7.9,0.32499999999999996
656,Mercedes-Benz,AMG A 35 4MATIC Hatch,2.0,4,7.8,0.32499999999999996
657,Mercedes-Benz,AMG C 43 4MATIC Cabriolet,3.0,6,8.7,0.32499999999999996
658,Mercedes-Benz,AMG C 43 4MATIC Coupe,3.0,6,8.5,0.32499999999999996
659,Mercedes-Benz,AMG CLA 35 4MATIC Coupe,2.0,4,8.2,0.30000000000000004
660,Mercedes-Benz,AMG CLA 45 4MATIC Coupe,2.0,4,8.5,0.30000000000000004
661,Mercedes-Benz,AMG CLS 53 4MATIC+ Coupe,3.0,6,8.8,0.30000000000000004
662,Mercedes-Benz,AMG E 53 4MATIC+ Sedan,3.0,6,8.3,0.30500000000000005
663,Mercedes-Benz,AMG E 53 4MATIC+ Cabriolet,3.0,6,8.9,0.32499999999999996
664,Mercedes-Benz,AMG E 53 4MATIC+ Coupe,3.0,6,8.4,0.32499999999999996
665,Mercedes-Benz,AMG GLA 35 4MATIC SUV,2.0,4,8.4,0.32499999999999996
666,Mercedes-Benz,AMG GLA 45 4MATIC SUV,2.0,4,9.6,0.32499999999999996
667,Mercedes-Benz,AMG GLB 35 4MATIC SUV,2.0,4,9.4,0.33999999999999997
668,Mercedes-Benz,AMG GLC 43 4MATIC SUV,3.0,6,9.3,0.37
669,Mercedes-Benz,AMG GLC 43 4MATIC Coupe,3.0,6,10.1,0.37
670,Mercedes-Benz,AMG GLE 53 4MATIC+ SUV,3.0,6,10.6,0.4
671,Mercedes-Benz,AMG GLE 53 4MATIC+ Coupe,3.0,6,11.1,0.4
672,Mercedes-Benz,AMG GT 53 4MATIC+ Coupe,3.0,6,9.4,0.30000000000000004
673,Mercedes-Benz,C 300 4MATIC Cabriolet,2.0,4,8.0,0.32499999999999996
674,Mercedes-Benz,C 300 4MATIC Coupe,2.0,4,7.5,0.32499999999999996
675,Mercedes-Benz,CLA 250 4MATIC Coupe,2.0,4,7.0,0.30000000000000004
676,Mercedes-Benz,CLS 450 4MATIC Coupe,3.0,6,8.2,0.30000000000000004
677,Mercedes-Benz,E 350 4MATIC Sedan,2.0,4,8.2,0.30500000000000005
678,Mercedes-Benz,E 450 4MATIC Sedan,3.0,6,7.9,0.30500000000000005
679,Mercedes-Benz,E 450 4MATIC Cabriolet,3.0,6,8.4,0.32499999999999996
680,Mercedes-Benz,E 450 4MATIC Coupe,3.0,6,8.0,0.32499999999999996
681,Mercedes-Benz,E 450 4MATIC All-Terrain Wagon,3.0,6,8.3,0.33999999999999997
682,Mercedes-Benz,GLA 250 4MATIC SUV,2.0,4,7.3,0.37
683,Mercedes-Benz,GLB 250 4MATIC SUV,2.0,4,7.9,0.37
684,Mercedes-Benz,GLC 300 4MATIC SUV,2.0,4,9.1,0.37
685,Mercedes-Benz,GLC 300 4MATIC Coupe,2.0,4,8.5,0.37
686,Mercedes-Benz,GLE 350 4MATIC SUV,2.0,4,8.9,0.4
687,Mercedes-Benz,GLE 450 4MATIC SUV,3.0,6,9.3,0.4
688,Mercedes-Benz,GLE 450 4MATIC Coupe,3.0,6,9.2,0.4
689,Mercedes-Benz,GLS 450 4MATIC SUV,3.0,6,10.0,0.4
690,Mercedes-Benz,Maybach S 580 4MATIC Sedan,4.0,8,9.9,0.315
691,Mercedes-Benz,Metris Cargo Van,2.0,4,10.1,0.35
692,Mercedes-Benz,Metris Cargo Van LWB,2.0,4,10.1,0.35
693,Mercedes-Benz,Metris Passenger Van,2.0,4,10.6,0.35
694,Mercedes-Benz,S 500 4MATIC SWB Sedan,3.0,6,8.0,0.315
695,Mercedes-Benz,S 580 4MATIC LWB Sedan,4.0,8,9.5,0.315
696,MINI,Cooper 3 Door,1.5,3,6.2,0.32499999999999996
697,MINI,Cooper 3 Door,1.5,3,6.3,0.32499999999999996
698,MINI,Cooper 5 Door,1.5,3,6.2,0.32499999999999996
699,MINI,Cooper 5 Door,1.5,3,6.3,0.32499999999999996
700,MINI,Cooper Convertible,1.5,3,6.2,0.32499999999999996
701,MINI,Cooper Convertible,1.5,3,6.3,0.32499999999999996
702,MINI,Cooper Countryman ALL4,1.5,3,7.7,0.30500000000000005
703,MINI,Cooper S 3 Door,2.0,4,6.2,0.32499999999999996
704,MINI,Cooper S 3 Door,2.0,4,7.3,0.32499999999999996
705,MINI,Cooper S 5 Door,2.0,4,6.2,0.32499999999999996
706,MINI,Cooper S 5 Door,2.0,4,7.3,0.32499999999999996
707,MINI,Cooper S Clubman ALL4,2.0,4,7.4,0.30500000000000005
708,MINI,Cooper S Convertible,2.0,4,6.5,0.32499999999999996
709,MINI,Cooper S Convertible,2.0,4,7.1,0.32499999999999996
710,MINI,Cooper S Countryman ALL4,2.0,4,7.5,0.30500000000000005
711,MINI,John Cooper Works 3 Door,2.0,4,6.9,0.32499999999999996
712,MINI,John Cooper Works 3 Door,2.0,4,7.3,0.32499999999999996
713,MINI,John Cooper Works Clubman ALL4,2.0,4,7.6,0.30500000000000005
714,MINI,John Cooper Works Convertible,2.0,4,7.2,0.32499999999999996
715,MINI,John Cooper Works Countryman ALL4,2.0,4,7.8,0.30500000000000005
716,Mitsubishi,Eclipse Cross 4WD,1.5,4,8.9,0.37
717,Mitsubishi,Mirage,1.2,3,5.6,0.30000000000000004
718,Mitsubishi,Mirage,1.2,3,5.8,0.30000000000000004
719,Mitsubishi,Outlander 4WD,2.5,4,7.9,0.37
720,Mitsubishi,RVR,2.0,4,7.8,0.37
721,Mitsubishi,RVR 4WD,2.0,4,8.2,0.37
722,Mitsubishi,RVR 4WD,2.4,4,8.3,0.37
723,Nissan,Altima AWD,2.5,4,6.5,0.30500000000000005
724,Nissan,Altima AWD SR/Platinum,2.5,4,6.7,0.30500000000000005
725,Nissan,Armada 4WD,5.6,8,12.9,0.4
726,Nissan,Frontier,3.8,6,9.5,0.45
727,Nissan,Frontier 4WD,3.8,6,10.6,0.45
728,Nissan,Kicks,1.6,4,6.6,0.30500000000000005
729,Nissan,Maxima,3.5,6,7.9,0.30500000000000005
730,Nissan,Murano AWD,3.5,6,8.5,0.33999999999999997
731,Nissan,Pathfinder 4WD,3.5,6,9.2,0.37
732,Nissan,Qashqai,2.0,4,7.3,0.32499999999999996
733,Nissan,Qashqai,2.0,4,7.9,0.32499999999999996
734,Nissan,Qashqai AWD,2.0,4,7.5,0.32499999999999996
735,Nissan,Rogue,1.5,3,6.5,0.37
736,Nissan,Rogue,2.5,4,7.1,0.37
737,Nissan,Rogue AWD,1.5,3,6.7,0.37
738,Nissan,Rogue AWD SL/Platinum,1.5,3,6.8,0.37
739,Nissan,Rogue AWD,2.5,4,7.2,0.37
740,Nissan,Sentra,2.0,4,6.0,0.30500000000000005
741,Nissan,Sentra SR,2.0,4,6.1,0.30500000000000005
742,Nissan,Sentra,2.0,4,6.2,0.30500000000000005
743,Nissan,Sentra SR,2.0,4,6.4,0.30500000000000005
744,Nissan,Versa,1.6,4,5.9,0.30000000000000004
745,Nissan,Versa,1.6,4,6.7,0.30000000000000004
746,Porsche,718 Boxster,2.0,4,8.7,0.32499999999999996
747,Porsche,718 Boxster,2.0,4,8.9,0.32499999999999996
748,Porsche,718 Boxster T,2.0,4,8.7,0.32499999999999996
749,Porsche,718 Boxster T,2.0,4,8.9,0.32499999999999996
750,Porsche,718 Boxster S,2.5,4,9.2,0.32499999999999996
751,Porsche,718 Boxster S,2.5,4,9.6,0.32499999999999996
752,Porsche,718 Boxster GTS 4.0,4.0,6,9.8,0.32499999999999996
753,Porsche,718 Boxster GTS 4.0,4.0,6,10.0,0.32499999999999996
754,Porsche,718 Cayman,2.0,4,8.7,0.32499999999999996
755,Porsche,718 Cayman,2.0,4,8.9,0.32499999999999996
756,Porsche,718 Cayman T,2.0,4,8.7,0.32499999999999996
757,Porsche,718 Cayman T,2.0,4,8.9,0.32499999999999996
758,Porsche,718 Cayman S,2.5,4,9.2,0.32499999999999996
759,Porsche,718 Cayman S,2.5,4,9.6,0.32499999999999996
760,Porsche,718 Cayman GT4,4.0,6,9.9,0.32499999999999996
761,Porsche,718 Cayman GT4,4.0,6,10.1,0.32499999999999996
762,Porsche,718 Cayman GTS 4.0,4.0,6,9.8,0.32499999999999996
763,Porsche,718 Cayman GTS 4.0,4.0,6,10.0,0.32499999999999996
764,Porsche,718 Spyder,4.0,6,9.9,0.32499999999999996
765,Porsche,718 Spyder,4.0,6,10.1,0.32499999999999996
766,Porsche,911 Carrera,3.0,6,9.8,0.32499999999999996
767,Porsche,911 Carrera Cabriolet,3.0,6,9.8,0.32499999999999996
768,Porsche,911 Carrera 4,3.0,6,9.8,0.32499999999999996
769,Porsche,911 Carrera 4 Cabriolet,3.0,6,9.7,0.32499999999999996
770,Porsche,911 Carrera S,3.0,6,10.2,0.32499999999999996
771,Porsche,911 Carrera S,3.0,6,9.4,0.32499999999999996
772,Porsche,911 Carrera S Cabriolet,3.0,6,10.2,0.32499999999999996
773,Porsche,911 Carrera S Cabriolet,3.0,6,9.4,0.32499999999999996
774,Porsche,911 Carrera 4S,3.0,6,10.2,0.32499999999999996
775,Porsche,911 Carrera 4S,3.0,6,9.3,0.32499999999999996
776,Porsche,911 Carrera 4S Cabriolet,3.0,6,10.2,0.32499999999999996
777,Porsche,911 Carrera 4S Cabriolet,3.0,6,9.8,0.32499999999999996
778,Porsche,911 Carrera GTS,3.0,6,10.1,0.32499999999999996
779,Porsche,911 Carrera GTS,3.0,6,9.8,0.32499999999999996
780,Porsche,911 Carrera GTS Cabriolet,3.0,6,10.2,0.32499999999999996
781,Porsche,911 Carrera GTS Cabriolet,3.0,6,9.6,0.32499999999999996
782,Porsche,911 Carrera 4 GTS,3.0,6,10.1,0.32499999999999996
783,Porsche,911 Carrera 4 GTS,3.0,6,10.2,0.32499999999999996
784,Porsche,911 Carrera 4 GTS Cabriolet,3.0,6,10.7,0.32499999999999996
785,Porsche,911 Carrera 4 GTS Cabriolet,3.0,6,10.2,0.32499999999999996
786,Porsche,911 GT3,4.0,6,12.7,0.32499999999999996
787,Porsche,911 GT3,4.0,6,13.1,0.32499999999999996
788,Porsche,911 GT3 Touring,4.0,6,12.7,0.32499999999999996
789,Porsche,911 GT3 Touring,4.0,6,13.1,0.32499999999999996
790,Porsche,911 Targa 4,3.0,6,9.8,0.32499999999999996
791,Porsche,911 Targa 4S,3.0,6,10.2,0.32499999999999996
792,Porsche,911 Targa 4S,3.0,6,9.8,0.32499999999999996
793,Porsche,911 Targa 4 GTS,3.0,6,10.7,0.32499999999999996
794,Porsche,911 Targa 4 GTS,3.0,6,10.2,0.32499999999999996
795,Porsche,911 Turbo,3.7,6,11.9,0.32499999999999996
796,Porsche,911 Turbo Cabriolet,3.7,6,11.8,0.32499999999999996
797,Porsche,911 Turbo S,3.7,6,11.8,0.32499999999999996
798,Porsche,911 Turbo S Cabriolet,3.7,6,11.8,0.32499999999999996
799,Porsche,Cayenne,3.0,6,10.7,0.4
800,Porsche,Cayenne Coupe,3.0,6,10.7,0.4
801,Porsche,Cayenne S,2.9,6,10.6,0.4
802,Porsche,Cayenne S Coupe,2.9,6,11.2,0.4
803,Porsche,Cayenne GTS,4.0,8,12.3,0.4
804,Porsche,Cayenne GTS Coupe,4.0,8,12.4,0.4
805,Porsche,Cayenne Turbo,4.0,8,12.4,0.4
806,Porsche,Cayenne Turbo Coupe,4.0,8,12.0,0.4
807,Porsche,Cayenne Turbo GT,4.0,8,12.4,0.4
808,Porsche,Macan,2.0,4,9.3,0.37
809,Porsche,Macan S,2.9,6,10.1,0.37
810,Porsche,Macan GTS,2.9,6,10.7,0.37
811,Porsche,Panamera,2.9,6,9.8,0.315
812,Porsche,Panamera 4,2.9,6,9.8,0.315
813,Porsche,Panamera 4 Executive,2.9,6,10.2,0.315
814,Porsche,Panamera 4 ST,2.9,6,10.2,0.315
815,Porsche,Panamera 4S,2.9,6,9.8,0.315
816,Porsche,Panamera 4S Executive,2.9,6,10.2,0.315
817,Porsche,Panamera 4S ST,2.9,6,10.2,0.315
818,Porsche,Panamera GTS,4.0,8,11.2,0.315
819,Porsche,Panamera GTS ST,4.0,8,11.8,0.315
820,Porsche,Panamera Turbo S,4.0,8,11.2,0.315
821,Porsche,Panamera Turbo S Executive,4.0,8,11.2,0.315
822,Porsche,Panamera Turbo S ST,4.0,8,11.2,0.315
823,Ram,1500 EcoDiesel,3.0,6,7.3,0.45
824,Ram,1500 HFE EcoDiesel,3.0,6,7.1,0.45
825,Ram,1500 eTorque,3.6,6,9.4,0.45
826,Ram,1500 HFE eTorque,3.6,6,9.0,0.45
827,Ram,1500,5.7,8,10.5,0.45
828,Ram,1500 eTorque,5.7,8,10.0,0.45
829,Ram,1500 4X4 EcoDiesel,3.0,6,8.0,0.45
830,Ram,1500 4X4 eTorque,3.6,6,9.7,0.45
831,Ram,1500 4X4,5.7,8,11.0,0.45
832,Ram,1500 4X4 eTorque,5.7,8,10.5,0.45
833,Ram,1500 4X4 TRX,6.2,8,16.5,0.45
834,Ram,1500 Classic,3.6,6,9.6,0.45
835,Ram,1500 Classic,5.7,8,11.1,0.45
836,Ram,1500 Classic 4X4,3.6,6,10.2,0.45
837,Ram,1500 Classic 4X4,5.7,8,11.6,0.45
838,Ram,ProMaster City,2.4,4,8.3,0.35
839,Rolls-Royce,Cullinan,6.7,12,12.1,0.33999999999999997
840,Rolls-Royce,Cullinan Black Badge,6.7,12,12.1,0.33999999999999997
841,Rolls-Royce,Ghost,6.7,12,12.7,0.315
842,Rolls-Royce,Ghost Black Badge,6.7,12,12.7,0.315
843,Rolls-Royce,Ghost EWB,6.7,12,12.7,0.315
844,Rolls-Royce,Phantom,6.7,12,11.8,0.315
845,Rolls-Royce,Phantom EWB,6.7,12,11.8,0.315
846,Subaru,Ascent AWD,2.4,4,9.0,0.4
847,Subaru,BRZ,2.4,4,7.7,0.32499999999999996
848,Subaru,BRZ,2.4,4,8.8,0.32499999999999996
849,Subaru,Crosstrek AWD,2.0,4,7.0,0.37
850,Subaru,Crosstrek AWD,2.0,4,8.1,0.37
851,Subaru,Crosstrek AWD,2.5,4,7.0,0.37
852,Subaru,Forester AWD,2.5,4,7.2,0.37
853,Subaru,Forester Wilderness AWD,2.5,4,8.3,0.37
854,Subaru,Impreza 4-Door AWD,2.0,4,6.4,0.30500000000000005
855,Subaru,Impreza 4-Door AWD,2.0,4,7.5,0.30500000000000005
856,Subaru,Impreza 5-Door AWD,2.0,4,6.6,0.32499999999999996
857,Subaru,Impreza 5-Door AWD,2.0,4,7.7,0.32499999999999996
858,Subaru,Legacy AWD,2.4,4,7.3,0.315
859,Subaru,Legacy AWD,2.5,4,6.7,0.315
860,Subaru,Outback AWD,2.4,4,7.9,0.37
861,Subaru,Outback AWD,2.5,4,7.1,0.37
862,Subaru,Outback Wilderness AWD,2.4,4,8.9,0.37
863,Subaru,WRX AWD,2.4,4,9.4,0.30500000000000005
864,Subaru,WRX AWD,2.4,4,9.0,0.30500000000000005
865,Toyota,4Runner 4WD,4.0,6,12.6,0.4
866,Toyota,4Runner 4WD (Part-Time 4WD) ,4.0,6,12.5,0.4
867,Toyota,C-HR,2.0,4,7.5,0.30000000000000004
868,Toyota,Camry LE/SE,2.5,4,6.1,0.30500000000000005
869,Toyota,Camry XSE,2.5,4,6.3,0.30500000000000005
870,Toyota,Camry XSE V6,3.5,6,7.4,0.30500000000000005
871,Toyota,Camry TRD,3.5,6,7.6,0.30500000000000005
872,Toyota,Camry AWD SE,2.5,4,6.8,0.30500000000000005
873,Toyota,Camry AWD XSE,2.5,4,7.0,0.30500000000000005
874,Toyota,Camry Hybrid LE,2.5,4,4.8,0.30500000000000005
875,Toyota,Camry Hybrid SE/XLE/XSE,2.5,4,5.0,0.30500000000000005
876,Toyota,Corolla,1.8,4,6.2,0.30000000000000004
877,Toyota,Corolla XLE,1.8,4,6.3,0.30000000000000004
878,Toyota,Corolla,1.8,4,6.0,0.30000000000000004
879,Toyota,Corolla,2.0,4,5.9,0.30000000000000004
880,Toyota,Corolla XSE,2.0,4,6.1,0.30000000000000004
881,Toyota,Corolla,2.0,4,6.5,0.30000000000000004
882,Toyota,Corolla Apex Edition,2.0,4,6.2,0.30000000000000004
883,Toyota,Corolla Hatchback,2.0,4,5.9,0.30000000000000004
884,Toyota,Corolla Hatchback,2.0,4,6.7,0.30000000000000004
885,Toyota,Corolla Hybrid,1.8,4,4.5,0.30000000000000004
886,Toyota,Corolla Cross,2.0,4,7.0,0.37
887,Toyota,Corolla Cross AWD,2.0,4,7.4,0.37
888,Toyota,GR 86,2.4,4,7.7,0.32499999999999996
889,Toyota,GR 86,2.4,4,8.7,0.32499999999999996
890,Toyota,GR Supra 2.0,2.0,4,7.2,0.32499999999999996
891,Toyota,GR Supra 3.0,3.0,6,8.0,0.32499999999999996
892,Toyota,Highlander AWD,3.5,6,8.6,0.37
893,Toyota,Highlander Hybrid AWD,2.5,4,6.8,0.4
894,Toyota,Highlander Hybrid AWD Limited/Platinum,2.5,4,6.8,0.4
895,Toyota,Prius,1.8,4,4.7,0.30500000000000005
896,Toyota,Prius AWD,1.8,4,5.0,0.30500000000000005
897,Toyota,RAV4,2.5,4,6.8,0.37
898,Toyota,RAV4 (Stop/Start),2.5,4,6.8,0.37
899,Toyota,RAV4 AWD,2.5,4,7.1,0.37
900,Toyota,RAV4 AWD (Stop/Start),2.5,4,7.1,0.37
901,Toyota,RAV4 AWD LE,2.5,4,6.9,0.37
902,Toyota,RAV4 AWD TRD Off-Road,2.5,4,7.4,0.37
903,Toyota,RAV4 Hybrid AWD,2.5,4,6.3,0.37
904,Toyota,Sequoia 4WD,5.7,8,13.9,0.4
905,Toyota,Sienna,2.5,4,6.5,0.32499999999999996
906,Toyota,Sienna AWD,2.5,4,6.6,0.32499999999999996
907,Toyota,Tacoma 4WD,3.5,6,10.5,0.41500000000000004
908,Toyota,Tacoma 4WD,3.5,6,11.4,0.41500000000000004
909,Toyota,Tacoma 4WD D-Cab TRD Off-Road/PRO,3.5,6,11.7,0.41500000000000004
910,Toyota,Tundra,3.4,6,10.1,0.45
911,Toyota,Tundra 4WD,3.4,6,10.4,0.45
912,Toyota,Tundra 4WD TRD,3.4,6,10.6,0.45
913,Toyota,Tundra Hybrid 4WD,3.4,6,10.5,0.45
914,Toyota,Tundra Hybrid 4WD TRD PRO,3.4,6,11.2,0.45
915,Toyota,Venza AWD,2.5,4,6.4,0.37
916,Volkswagen,Atlas 4MOTION,2.0,4,9.5,0.37
917,Volkswagen,Atlas 4MOTION,3.6,6,10.2,0.37
918,Volkswagen,Atlas Cross Sport 4MOTION,2.0,4,9.7,0.37
919,Volkswagen,Atlas Cross Sport 4MOTION,3.6,6,10.0,0.37
920,Volkswagen,Golf GTI,2.0,4,7.0,0.30500000000000005
921,Volkswagen,Golf GTI,2.0,4,6.9,0.30500000000000005
922,Volkswagen,Golf R,2.0,4,7.7,0.30500000000000005
923,Volkswagen,Golf R,2.0,4,8.3,0.30500000000000005
924,Volkswagen,Jetta,1.5,4,5.7,0.30000000000000004
925,Volkswagen,Jetta SE/SEL,1.5,4,5.8,0.30000000000000004
926,Volkswagen,Jetta,1.5,4,5.5,0.30000000000000004
927,Volkswagen,Jetta GLI,2.0,4,6.5,0.30000000000000004
928,Volkswagen,Jetta GLI,2.0,4,6.4,0.30000000000000004
929,Volkswagen,Passat,2.0,4,6.6,0.30500000000000005
930,Volkswagen,Taos,1.5,4,6.6,0.37
931,Volkswagen,Taos 4MOTION,1.5,4,7.4,0.37
932,Volkswagen,Tiguan 4MOTION,2.0,4,8.0,0.37
933,Volkswagen,Tiguan R-Line 4MOTION,2.0,4,8.3,0.37
934,Volvo,S60 B5,2.0,4,6.7,0.30000000000000004
935,Volvo,S60 B5 AWD,2.0,4,6.9,0.30000000000000004
936,Volvo,S90 B6 AWD,2.0,4,7.5,0.30500000000000005
937,Volvo,V60 T6 AWD,2.0,4,7.5,0.32499999999999996
938,Volvo,V60 CC T5 AWD,2.0,4,7.7,0.32499999999999996
939,Volvo,V90 CC B6 AWD,2.0,4,8.1,0.33999999999999997
940,Volvo,XC40 T4 AWD,2.0,4,7.6,0.37
941,Volvo,XC40 T5 AWD,2.0,4,7.7,0.37
942,Volvo,XC60 B5 AWD,2.0,4,8.1,0.37
943,Volvo,XC60 B6 AWD,2.0,4,8.7,0.37
944,Volvo,XC90 T5 AWD,2.0,4,8.4,0.4
945,Volvo,XC90 T6 AWD,2.0,4,8.9,0.4
